Collectivités territoriales,Population,region
Youssoufia,65669.0,Région de Marrakech-Safi
Echemmaia,26547.0,Région de Marrakech-Safi
Jnane Bouih,19755.0,Région de Marrakech-Safi
Jdour,19390.0,Région de Marrakech-Safi
Sidi Chiker,20291.0,Région de Marrakech-Safi
Ighoud,22080.0,Région de Marrakech-Safi
El Gantour,17270.0,Région de Marrakech-Safi
Esbiaat,14662.0,Région de Marrakech-Safi
Ras El Ain,19089.0,Région de Marrakech-Safi
Atiamim,6774.0,Région de Marrakech-Safi
Lakhoualqa,14621.0,Région de Marrakech-Safi
Errachidia,97687.0,Région de Drâa-Tafilalet
Arfoud,28912.0,Région de Drâa-Tafilalet
Goulmima,14624.0,Région de Drâa-Tafilalet
Jorf,11865.0,Région de Drâa-Tafilalet
Moulay Ali Cherif,22082.0,Région de Drâa-Tafilalet
Boudnib,13411.0,Région de Drâa-Tafilalet
Tinejdad,9528.0,Région de Drâa-Tafilalet
Es-Sifa,6531.0,Région de Drâa-Tafilalet
Aarab Sebbah Ziz,20538.0,Région de Drâa-Tafilalet
Aarab Sebbah Gheris,4758.0,Région de Drâa-Tafilalet
Fezna,4400.0,Région de Drâa-Tafilalet
Bni M'hamed-Sijelmassa,11925.0,Région de Drâa-Tafilalet
Er-Rissani,4353.0,Région de Drâa-Tafilalet
Es-Sfalat,8586.0,Région de Drâa-Tafilalet
Et-Taous,9360.0,Région de Drâa-Tafilalet
Sidi Ali,1973.0,Région de Drâa-Tafilalet
Aoufous,8888.0,Région de Drâa-Tafilalet
Er-Rteb,12852.0,Région de Drâa-Tafilalet
Oued Naam,5708.0,Région de Drâa-Tafilalet
Chorfa M'daghra,18171.0,Région de Drâa-Tafilalet
Lkheng,18381.0,Région de Drâa-Tafilalet
Gheris Es-Soufli,6877.0,Région de Drâa-Tafilalet
Gheris El Ouloui,12193.0,Région de Drâa-Tafilalet
Tadighoust,6018.0,Région de Drâa-Tafilalet
Amellagou,4711.0,Région de Drâa-Tafilalet
Aghbalou-N'kerdous,10675.0,Région de Drâa-Tafilalet
Melaab,17230.0,Région de Drâa-Tafilalet
Ferkla Es-Soufla,11886.0,Région de Drâa-Tafilalet
Ferkla El Oulia,23449.0,Région de Drâa-Tafilalet
Ouarzazate,79218.0,Région de Drâa-Tafilalet
Taznakht,8268.0,Région de Drâa-Tafilalet
Amerzgane,8765.0,Région de Drâa-Tafilalet
Ait Zineb,10530.0,Région de Drâa-Tafilalet
Telouet,12396.0,Région de Drâa-Tafilalet
Ighrem N'ougdal,13727.0,Région de Drâa-Tafilalet
Tidili,14841.0,Région de Drâa-Tafilalet
Iznaguen,11953.0,Région de Drâa-Tafilalet
Ouisselsate,12471.0,Région de Drâa-Tafilalet
Khouzama,7401.0,Région de Drâa-Tafilalet
Siroua,8586.0,Région de Drâa-Tafilalet
Tarmigt,46963.0,Région de Drâa-Tafilalet
Idelsane,8680.0,Région de Drâa-Tafilalet
Skoura Ahl El Oust,24053.0,Région de Drâa-Tafilalet
Toundoute,10177.0,Région de Drâa-Tafilalet
Imi-N'oulaoune,19734.0,Région de Drâa-Tafilalet
Ghassate,7169.0,Région de Drâa-Tafilalet
Midelt,62648.0,Région de Drâa-Tafilalet
Er-Rich,28462.0,Région de Drâa-Tafilalet
Boumia,21713.0,Région de Drâa-Tafilalet
Guers Tiaallaline,15019.0,Région de Drâa-Tafilalet
M'zizel,7502.0,Région de Drâa-Tafilalet
Sidi Aayad,11562.0,Région de Drâa-Tafilalet
En-Nzala,4873.0,Région de Drâa-Tafilalet
Zaouiat Sidi Hamza,5248.0,Région de Drâa-Tafilalet
Guir,4363.0,Région de Drâa-Tafilalet
Gourrama,15952.0,Région de Drâa-Tafilalet
Ait Yahya,4293.0,Région de Drâa-Tafilalet
Amouguer,4363.0,Région de Drâa-Tafilalet
Imilchil,9164.0,Région de Drâa-Tafilalet
Bou-Azmou,10100.0,Région de Drâa-Tafilalet
Outerbat,6763.0,Région de Drâa-Tafilalet
Mibladen,3052.0,Région de Drâa-Tafilalet
Amersid,6023.0,Région de Drâa-Tafilalet
Ait Izdeg,7794.0,Région de Drâa-Tafilalet
Ait Ayach,12932.0,Région de Drâa-Tafilalet
Ait Ben Yacoub,3743.0,Région de Drâa-Tafilalet
Itzer,10513.0,Région de Drâa-Tafilalet
Zaida,14454.0,Région de Drâa-Tafilalet
Tanourdi,2834.0,Région de Drâa-Tafilalet
Tizi N'ghachou,2836.0,Région de Drâa-Tafilalet
Aghbalou,10296.0,Région de Drâa-Tafilalet
Sidi Yahia Ou Youssef,4877.0,Région de Drâa-Tafilalet
Tounfite,13424.0,Région de Drâa-Tafilalet
Agoudim,3826.0,Région de Drâa-Tafilalet
Anemzi,5140.0,Région de Drâa-Tafilalet
Tinghir,44239.0,Région de Drâa-Tafilalet
Boumalne-Dades,12391.0,Région de Drâa-Tafilalet
Kalâat M'gouna,17737.0,Région de Drâa-Tafilalet
Ait Sedrate Jebel Soufla,5228.0,Région de Drâa-Tafilalet
Ait Sedrate Jbel El Oulia,4978.0,Région de Drâa-Tafilalet
Ait Youl,4680.0,Région de Drâa-Tafilalet
Ikniouen,17707.0,Région de Drâa-Tafilalet
M'semrir,8686.0,Région de Drâa-Tafilalet
Tilmi,11691.0,Région de Drâa-Tafilalet
Ait Sedrate Sahl Charkia,15506.0,Région de Drâa-Tafilalet
Ait Sedrate Sahl El-Gharbia,19985.0,Région de Drâa-Tafilalet
Ait Ouassif,8885.0,Région de Drâa-Tafilalet
Souk Lakhmis Dades,16154.0,Région de Drâa-Tafilalet
Ighil N'oumgoun,23218.0,Région de Drâa-Tafilalet
Imider,4296.0,Région de Drâa-Tafilalet
Ouaklim,12050.0,Région de Drâa-Tafilalet
Toudgha El Oulia,5084.0,Région de Drâa-Tafilalet
Taghzoute N'ait Atta,15654.0,Région de Drâa-Tafilalet
Ait El Farsi,5653.0,Région de Drâa-Tafilalet
Toudgha Essoufla,13890.0,Région de Drâa-Tafilalet
Alnif,20978.0,Région de Drâa-Tafilalet
M'ssici,5455.0,Région de Drâa-Tafilalet
H'ssyia,11713.0,Région de Drâa-Tafilalet
Ait Hani,11120.0,Région de Drâa-Tafilalet
Assoul,6827.0,Région de Drâa-Tafilalet
Zagora,42294.0,Région de Drâa-Tafilalet
Agdz,11189.0,Région de Drâa-Tafilalet
Bouzeroual,9972.0,Région de Drâa-Tafilalet
Tinzouline,14652.0,Région de Drâa-Tafilalet
Bleida,4309.0,Région de Drâa-Tafilalet
Errouha,9521.0,Région de Drâa-Tafilalet
Ternata,15911.0,Région de Drâa-Tafilalet
Bni Zoli,16241.0,Région de Drâa-Tafilalet
Taftechna,4661.0,Région de Drâa-Tafilalet
Tamegroute,19207.0,Région de Drâa-Tafilalet
Fezouata,8001.0,Région de Drâa-Tafilalet
M'hamid El Ghizlane,6664.0,Région de Drâa-Tafilalet
Tagounite,15122.0,Région de Drâa-Tafilalet
Ktaoua,6157.0,Région de Drâa-Tafilalet
Tamezmoute,10953.0,Région de Drâa-Tafilalet
Oulad Yahia Lagraire,10686.0,Région de Drâa-Tafilalet
Afra,7554.0,Région de Drâa-Tafilalet
Mezguita,7084.0,Région de Drâa-Tafilalet
Tansifte,11389.0,Région de Drâa-Tafilalet
Afella N'dra,6657.0,Région de Drâa-Tafilalet
Taghbalte,9176.0,Région de Drâa-Tafilalet
Ait Boudaoud,4757.0,Région de Drâa-Tafilalet
Tazarine,13895.0,Région de Drâa-Tafilalet
N'kob,7742.0,Région de Drâa-Tafilalet
Ait Ouallal,11751.0,Région de Drâa-Tafilalet
Agadir,504768.0,Région de Souss-Massa
Amskroud,9648.0,Région de Souss-Massa
Idmine,2715.0,Région de Souss-Massa
Drargua,107621.0,Région de Souss-Massa
Aourir,46032.0,Région de Souss-Massa
Taghazout,4861.0,Région de Souss-Massa
Aqsri,3333.0,Région de Souss-Massa
Imouzzer,4087.0,Région de Souss-Massa
Tiqqi,6378.0,Région de Souss-Massa
Tadrart,2899.0,Région de Souss-Massa
Aziar,2053.0,Région de Souss-Massa
Tamri,19790.0,Région de Souss-Massa
Imsouane,7246.0,Région de Souss-Massa
Inezgane,137512.0,Région de Souss-Massa
Ait Melloul,210870.0,Région de Souss-Massa
Dcheira El Jihadia,113041.0,Région de Souss-Massa
Lqliaa,107133.0,Région de Souss-Massa
Temsia,52663.0,Région de Souss-Massa
Oulad Dahou,15697.0,Région de Souss-Massa
Ait Baha,6007.0,Région de Souss-Massa
Biougra,50626.0,Région de Souss-Massa
Ait Amira,113236.0,Région de Souss-Massa
Sidi Bibi,72929.0,Région de Souss-Massa
Ait Mzal,3305.0,Région de Souss-Massa
Hilala,1858.0,Région de Souss-Massa
Tassegdelt,4046.0,Région de Souss-Massa
Ait Ouadrim,4976.0,Région de Souss-Massa
Sidi Abdallah El Bouchouari,6604.0,Région de Souss-Massa
Targua-Ntouchka,3371.0,Région de Souss-Massa
Tanalt,2138.0,Région de Souss-Massa
Aouguenz,2941.0,Région de Souss-Massa
Ida-Ougnidif,2095.0,Région de Souss-Massa
Tizi Ntakoucht,1098.0,Région de Souss-Massa
Imi-Mqourn,10365.0,Région de Souss-Massa
Sidi Boushab,8386.0,Région de Souss-Massa
Oued Essafa,83442.0,Région de Souss-Massa
Belfaâ,36774.0,Région de Souss-Massa
Inchaden,42724.0,Région de Souss-Massa
Massa,17946.0,Région de Souss-Massa
Sidi Ouassay,10050.0,Région de Souss-Massa
Ait Milk,8706.0,Région de Souss-Massa
Taroudannt,83496.0,Région de Souss-Massa
Oulad Teima,100284.0,Région de Souss-Massa
Irherm,4127.0,Région de Souss-Massa
El Guerdane,13747.0,Région de Souss-Massa
Ait Iaaza,17339.0,Région de Souss-Massa
Oulad Berhil,30330.0,Région de Souss-Massa
Taliouine,7040.0,Région de Souss-Massa
Aoulouz,21502.0,Région de Souss-Massa
Sidi Mzal,1373.0,Région de Souss-Massa
Ait Abdallah,1635.0,Région de Souss-Massa
Toufelaazt,1061.0,Région de Souss-Massa
Tabia,814.0,Région de Souss-Massa
Toumliline,1463.0,Région de Souss-Massa
Imaouen,1969.0,Région de Souss-Massa
Tindine,1853.0,Région de Souss-Massa
Sidi Boaal,2180.0,Région de Souss-Massa
Amalou,2188.0,Région de Souss-Massa
Tataoute,3767.0,Région de Souss-Massa
Azaghar N'irs,4009.0,Région de Souss-Massa
Adar,3043.0,Région de Souss-Massa
Imi N'tayart,973.0,Région de Souss-Massa
Tisfane,1414.0,Région de Souss-Massa
Nihit,1456.0,Région de Souss-Massa
Oualqadi,1477.0,Région de Souss-Massa
Sidi Boumoussa,23160.0,Région de Souss-Massa
Ahl Ramel,7496.0,Région de Souss-Massa
Sidi Ahmed Ou Amar,17914.0,Région de Souss-Massa
Lagfifat,19471.0,Région de Souss-Massa
El Koudia El Beida,23666.0,Région de Souss-Massa
Lakhnafif,10706.0,Région de Souss-Massa
Lamhadi,11927.0,Région de Souss-Massa
Machraa El Ain,12243.0,Région de Souss-Massa
Assads,3592.0,Région de Souss-Massa
Tidsi-Nissendalene,4395.0,Région de Souss-Massa
Argana,4123.0,Région de Souss-Massa
Bigoudine,4174.0,Région de Souss-Massa
Talmakante,3336.0,Région de Souss-Massa
Imilmaiss,4967.0,Région de Souss-Massa
Sidi Moussa Lhamri,17673.0,Région de Souss-Massa
Eddir,7781.0,Région de Souss-Massa
Issen,13254.0,Région de Souss-Massa
Ahmar Laglalcha,21659.0,Région de Souss-Massa
Lamnizla,3427.0,Région de Souss-Massa
Zaouia Sidi Tahar,13479.0,Région de Souss-Massa
Ida Ou Moumen,5833.0,Région de Souss-Massa
Tamaloukte,4241.0,Région de Souss-Massa
Imoulass,6889.0,Région de Souss-Massa
Tafraouten,7026.0,Région de Souss-Massa
Ait Makhlouf,4135.0,Région de Souss-Massa
Sidi Dahmane,14878.0,Région de Souss-Massa
Freija,9005.0,Région de Souss-Massa
Tiout,3017.0,Région de Souss-Massa
Sidi Ahmed Ou Abdallah,4038.0,Région de Souss-Massa
Ait Igas,10378.0,Région de Souss-Massa
Tazemmourt,6856.0,Région de Souss-Massa
Bounrar,4995.0,Région de Souss-Massa
Sidi Borja,10736.0,Région de Souss-Massa
Igoudar Mnabha,10974.0,Région de Souss-Massa
Tinzart,6127.0,Région de Souss-Massa
Lamhara,11622.0,Région de Souss-Massa
Igli,13832.0,Région de Souss-Massa
Oulad Aissa,11732.0,Région de Souss-Massa
Ida Ou Gailal,6036.0,Région de Souss-Massa
Sidi Abdellah Ou Said,3003.0,Région de Souss-Massa
Talgjount,5234.0,Région de Souss-Massa
Tizi N'test,3588.0,Région de Souss-Massa
Ouneine,7042.0,Région de Souss-Massa
Tafingoult,5670.0,Région de Souss-Massa
Sidi Ouaaziz,9241.0,Région de Souss-Massa
Tigouga,3867.0,Région de Souss-Massa
Ida-Ougoummad,7543.0,Région de Souss-Massa
El Faid,10559.0,Région de Souss-Massa
Arazane,7883.0,Région de Souss-Massa
Toughmart,5035.0,Région de Souss-Massa
Tisrasse,5608.0,Région de Souss-Massa
Ouzioua,8141.0,Région de Souss-Massa
Toubkal,8538.0,Région de Souss-Massa
Ahl Tifnoute,5196.0,Région de Souss-Massa
Iguidi,7949.0,Région de Souss-Massa
Taouyalte,7097.0,Région de Souss-Massa
Askaouen,7046.0,Région de Souss-Massa
Tassousfi,5998.0,Région de Souss-Massa
Sidi Hsaine,6716.0,Région de Souss-Massa
Assaisse,5934.0,Région de Souss-Massa
Agadir Melloul,7518.0,Région de Souss-Massa
Assaki,8048.0,Région de Souss-Massa
Zagmouzen,7480.0,Région de Souss-Massa
Tizgzaouine,4653.0,Région de Souss-Massa
Azrar,4242.0,Région de Souss-Massa
Tiznit,86595.0,Région de Souss-Massa
Tafraout,6124.0,Région de Souss-Massa
Ammelne,2782.0,Région de Souss-Massa
Tarsouat,2001.0,Région de Souss-Massa
Tassrirt,1130.0,Région de Souss-Massa
Afella Ighir,2446.0,Région de Souss-Massa
Irigh N'tahala,1417.0,Région de Souss-Massa
Ait Ouafqa,3376.0,Région de Souss-Massa
Tnine Aday,1696.0,Région de Souss-Massa
Tafraout El Mouloud,2014.0,Région de Souss-Massa
Anzi,6199.0,Région de Souss-Massa
Tighmi,5492.0,Région de Souss-Massa
Ait Issafen,2497.0,Région de Souss-Massa
Arbaa Ait Ahmed,3918.0,Région de Souss-Massa
Tizoughrane,3725.0,Région de Souss-Massa
Ida Ou Gougmar,4250.0,Région de Souss-Massa
Sidi Ahmed Ou Moussa,3339.0,Région de Souss-Massa
Arbaa Rasmouka,4620.0,Région de Souss-Massa
El Maader El Kabir,6009.0,Région de Souss-Massa
Reggada,12521.0,Région de Souss-Massa
Ouijjane,4079.0,Région de Souss-Massa
Sidi Bouabdelli,4610.0,Région de Souss-Massa
Bounaamane,8932.0,Région de Souss-Massa
Tnine Aglou,9950.0,Région de Souss-Massa
Arbaa Sahel,8820.0,Région de Souss-Massa
Tata,19544.0,Région de Souss-Massa
Akka,5575.0,Région de Souss-Massa
Fam El Hisn,5908.0,Région de Souss-Massa
Foum Zguid,8660.0,Région de Souss-Massa
Ait Ouabelli,2140.0,Région de Souss-Massa
Tizounine,2008.0,Région de Souss-Massa
Kasbat Sidi Abdellah Ben M'barek,6840.0,Région de Souss-Massa
Tamanarte,4999.0,Région de Souss-Massa
Oum El Guerdane,3143.0,Région de Souss-Massa
Adis,6468.0,Région de Souss-Massa
Tigzmerte,3600.0,Région de Souss-Massa
Tagmout,4300.0,Région de Souss-Massa
Tizaghte,3356.0,Région de Souss-Massa
Issafen,3031.0,Région de Souss-Massa
Aguinane,2396.0,Région de Souss-Massa
Ibn Yacoub,2530.0,Région de Souss-Massa
Akka-Ighane,6045.0,Région de Souss-Massa
Tlite,4166.0,Région de Souss-Massa
Allougoum,8251.0,Région de Souss-Massa
Tissint,8797.0,Région de Souss-Massa
Guelmim,126729.0,Région de Guelmim-Oued Noun
Bouizakarne,18036.0,Région de Guelmim-Oued Noun
Tagante,4455.0,Région de Guelmim-Oued Noun
Ait Boufoulen,941.0,Région de Guelmim-Oued Noun
Ifrane Atlas Saghir,10375.0,Région de Guelmim-Oued Noun
Timoulay,4873.0,Région de Guelmim-Oued Noun
Taghjijt,9059.0,Région de Guelmim-Oued Noun
Amtdi,1137.0,Région de Guelmim-Oued Noun
Aday,2828.0,Région de Guelmim-Oued Noun
Aferkat,978.0,Région de Guelmim-Oued Noun
Asrir,3217.0,Région de Guelmim-Oued Noun
Tiglit,798.0,Région de Guelmim-Oued Noun
Fask,3511.0,Région de Guelmim-Oued Noun
Echatea El Abied,928.0,Région de Guelmim-Oued Noun
Labyar,433.0,Région de Guelmim-Oued Noun
Rass Oumlil,839.0,Région de Guelmim-Oued Noun
Laqsabi Tagoust,2592.0,Région de Guelmim-Oued Noun
Targa Wassay,635.0,Région de Guelmim-Oued Noun
Taliouine Assaka,865.0,Région de Guelmim-Oued Noun
Abaynou,3038.0,Région de Guelmim-Oued Noun
Assa,15601.0,Région de Guelmim-Oued Noun
Zag,4756.0,Région de Guelmim-Oued Noun
Aouint Lahna,2588.0,Région de Guelmim-Oued Noun
Aouint Yghomane,3370.0,Région de Guelmim-Oued Noun
Touizgui,6787.0,Région de Guelmim-Oued Noun
Labouirat,1057.0,Région de Guelmim-Oued Noun
Al Mahbass,19139.0,Région de Guelmim-Oued Noun
Tan-Tan,76134.0,Région de Guelmim-Oued Noun
El Ouatia,14258.0,Région de Guelmim-Oued Noun
Ben Khlil,951.0,Région de Guelmim-Oued Noun
Chbika,277.0,Région de Guelmim-Oued Noun
Abteh,651.0,Région de Guelmim-Oued Noun
Msied,1501.0,Région de Guelmim-Oued Noun
Tilemzoun,747.0,Région de Guelmim-Oued Noun
Sidi Ifni,22696.0,Région de Guelmim-Oued Noun
Lakhsas,5603.0,Région de Guelmim-Oued Noun
Mirleft,9828.0,Région de Guelmim-Oued Noun
Mesti,2533.0,Région de Guelmim-Oued Noun
Imi-N'fast,1962.0,Région de Guelmim-Oued Noun
Sbouya,2772.0,Région de Guelmim-Oued Noun
Tnine Amellou,3247.0,Région de Guelmim-Oued Noun
Tangarfa,3895.0,Région de Guelmim-Oued Noun
Arbaa Ait Abdellah,2671.0,Région de Guelmim-Oued Noun
Tioughza,10007.0,Région de Guelmim-Oued Noun
Sidi M'bark,4898.0,Région de Guelmim-Oued Noun
Sidi H'saine Ou Ali,4769.0,Région de Guelmim-Oued Noun
Ait Erkha,4490.0,Région de Guelmim-Oued Noun
Sidi Abdellah Ou Belaid,3524.0,Région de Guelmim-Oued Noun
Tighirt,5840.0,Région de Guelmim-Oued Noun
Sebt Ennabour,6047.0,Région de Guelmim-Oued Noun
Boutrouch,2693.0,Région de Guelmim-Oued Noun
Ibdar,3323.0,Région de Guelmim-Oued Noun
Anfeg,3803.0,Région de Guelmim-Oued Noun
Laâyoune,262791.0,Région de Laâyoune-Sakia El Hamra
El Marsa,28848.0,Région de Laâyoune-Sakia El Hamra
Boukraa,1171.0,Région de Laâyoune-Sakia El Hamra
Dcheira,901.0,Région de Laâyoune-Sakia El Hamra
Foum El Oued,1844.0,Région de Laâyoune-Sakia El Hamra
Boujdour,57360.0,Région de Laâyoune-Sakia El Hamra
Lamssid,305.0,Région de Laâyoune-Sakia El Hamra
Gueltat Zemmour,6881.0,Région de Laâyoune-Sakia El Hamra
Jraifia,835.0,Région de Laâyoune-Sakia El Hamra
Tarfaya,11030.0,Région de Laâyoune-Sakia El Hamra
Daoura,902.0,Région de Laâyoune-Sakia El Hamra
El Hagounia,561.0,Région de Laâyoune-Sakia El Hamra
Akhfennir,2841.0,Région de Laâyoune-Sakia El Hamra
Tah,894.0,Région de Laâyoune-Sakia El Hamra
Es-Semara,56607.0,Région de Laâyoune-Sakia El Hamra
Jdiriya,1792.0,Région de Laâyoune-Sakia El Hamra
Sidi Ahmed Laaroussi,438.0,Région de Laâyoune-Sakia El Hamra
Amgala,4102.0,Région de Laâyoune-Sakia El Hamra
Haouza,5197.0,Région de Laâyoune-Sakia El Hamra
Tifariti,5728.0,Région de Laâyoune-Sakia El Hamra
Dakhla,165463.0,Région de Dakhla-Oued Ed-Dahab
El Argoub,12182.0,Région de Dakhla-Oued Ed-Dahab
Imlili,3345.0,Région de Dakhla-Oued Ed-Dahab
Bir Anzarane,2962.0,Région de Dakhla-Oued Ed-Dahab
Gleibat El Foula,7155.0,Région de Dakhla-Oued Ed-Dahab
Oum Dreyga,3714.0,Région de Dakhla-Oued Ed-Dahab
Mijik*,646.0,Région de Dakhla-Oued Ed-Dahab
Lagouira*,3127.0,Région de Dakhla-Oued Ed-Dahab
Bir Gandouz,9183.0,Région de Dakhla-Oued Ed-Dahab
Aousserd,3855.0,Région de Dakhla-Oued Ed-Dahab
Aghouinite*,1006.0,Région de Dakhla-Oued Ed-Dahab
Zoug*,592.0,Région de Dakhla-Oued Ed-Dahab
Tichla,6735.0,Région de Dakhla-Oued Ed-Dahab
